"","id","sex","age","NAME","rt_sec","Item","meaning","salience","lg_rt","oldage","yrs65","c_mean","c_sal"
"284",6,0,18,"rt_sec38",2.82,38,1,3,1.03673688495002,0,0,-2,0
"285",6,0,18,"rt_sec39",4.424,39,4,3.5,1.48704426422003,0,0,1,0.5
"286",6,0,18,"rt_sec41",NA,41,0,2,NA,0,0,-3,-1
"287",6,0,18,"rt_sec42",1.402,42,4.5,5,0.337899788612398,0,0,1.5,2
"288",6,0,18,"rt_sec43",1.402,43,5,4.5,0.337899788612398,0,0,2,1.5
"289",6,0,18,"rt_sec44",20.741,44,2,2,3.03211241764674,0,0,-1,-1
"290",6,0,18,"rt_sec46",NA,46,4,2,NA,0,0,1,-1
"291",6,0,18,"rt_sec47",2.096,47,3,2,0.740030766458796,0,0,0,-1
"292",6,0,18,"rt_sec51",1.551,51,0,2.5,0.438899884194402,0,0,-3,-0.5
"293",6,0,18,"rt_sec52",2.823,52,0,2,1.03780014927135,0,0,-3,-1
"294",6,0,18,"rt_sec58",5.537,58,3.5,2,1.71145283784083,0,0,0.5,-1
"295",6,0,18,"rt_sec61",2.29,61,5,4,0.828551817566148,0,0,2,1
"296",6,0,18,"rt_sec63",4.139,63,4,4,1.4204542127666,0,0,1,1
"297",6,0,18,"rt_sec64",5.088,64,0,3.5,1.62688482603782,0,0,-3,0.5
"298",6,0,18,"rt_sec66",7.758,66,4,2,2.04872456901778,0,0,1,-1
"299",6,0,18,"rt_sec67",4.225,67,4,3.5,1.44101926080914,0,0,1,0.5
"300",6,0,18,"rt_sec68",3.173,68,3.5,4,1.15467751260106,0,0,0.5,1
"301",6,0,18,"rt_sec71",3.175,71,5,5,1.15530763234465,0,0,2,2
"302",6,0,18,"rt_sec73",1.646,73,2,3,0.498348102254878,0,0,-1,0
"303",6,0,18,"rt_sec74",3.518,74,0,3,1.25789264631537,0,0,-3,0
